harvest_year,strip,section,plot,section_1926-67,fertilizer_code,crop,previous_crop,fym_factor_level,fym_applied,fym_date,castor_meal_factor_level,n_factor_level,n_timing,spring1_n_kg/ha,spring1_n_date,spring2_n_kg/ha,spring2_n_date,total_fertilizer_n_amount,p_factor_level,p_amount,p_date,k_factor_level,k_amount,k_date,na_factor_level,na_amount,na_date,mg_factor_level,mg_amount,mg_date,sow_date,harvest_date,cultivar,dry_matter_%,yield_100%dm,note
2006,19,5,19\5,III,N1+1+1 KMg,maize,oats,nil,0,*,nil,N2+1,mid_&_late_spring,96,2006-05-10,48,2006-06-05,144,nil,0.000,*,K,90,2006-03-13,nil,0,*,Mg,12,2006-03-13,2006-05-11,2006-09-25,Hudson,33.800,7.750,*
2007,1,3,1\3,II,(FYM) N4 ,maize,oats,(FYM),0,*,nil,N4,mid_spring,192,2007-05-02,0,*,192,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2007-05-02,2007-09-18,Hudson,26.700,14.740,*
2007,21,3,21\3,II,FYM N3,maize,oats,FYM,35,2006-10-04,nil,N3,mid_spring,144,2007-05-02,0,*,144,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2007-05-02,2007-09-18,Hudson,23.200,14.580,15
2007,22,3,22\3,II,FYM,maize,oats,FYM,35,2006-10-04,nil,nil,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2007-05-02,2007-09-18,Hudson,25.900,13.990,16
2007,3,3,3\3,II,Nil,maize,oats,nil,0,*,nil,nil,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2007-05-02,2007-09-18,Hudson,21.300,2.150,*
2007,5,3,5\3,II,(P)KMg,maize,oats,nil,0,*,nil,nil,*,0,*,0,*,0,(P),0.000,*,K,90,2007-03-12,(Na),0,*,Mg,12,2007-03-14,2007-05-02,2007-09-18,Hudson,24.100,3.570,*
2007,6,3,6\3,II,N1(P)KMg,maize,oats,nil,0,*,nil,N1,mid_spring,48,2007-05-02,0,*,48,(P),0.000,*,K,90,2007-03-12,(Na),0,*,Mg,12,2007-03-14,2007-05-02,2007-09-18,Hudson,24.200,6.670,*
2007,7,3,7\3,II,N2(P)KMg,maize,oats,nil,0,*,nil,N2,mid_spring,96,2007-05-02,0,*,96,(P),0.000,*,K,90,2007-03-12,(Na),0,*,Mg,12,2007-03-14,2007-05-02,2007-09-18,Hudson,25.400,9.200,*
2007,8,3,8\3,II,N3(P)KMg,maize,oats,nil,0,*,nil,N3,mid_spring,144,2007-05-02,0,*,144,(P),0.000,*,K,90,2007-03-12,(Na),0,*,Mg,12,2007-03-14,2007-05-02,2007-09-18,Hudson,26.300,11.350,*
2007,9,3,9\3,II,N4(P)KMg,maize,oats,nil,0,*,nil,N4,mid_spring,192,2007-05-02,0,*,192,(P),0.000,*,K,90,2007-03-12,(Na),0,*,Mg,12,2007-03-14,2007-05-02,2007-09-18,Hudson,26.300,12.820,*
2007,10,3,10\3,II,N4,maize,oats,nil,0,*,nil,N4,mid_spring,192,2007-05-02,0,*,192,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2007-05-02,2007-09-18,Hudson,18.500,0.930,*
2007,11,3,11\3,II,N4PMg,maize,oats,nil,0,*,nil,N4,mid_spring,192,2007-05-02,0,*,192,P,35.000,2006-10-09,nil,0,*,nil,0,*,Mg,12,2007-03-14,2007-05-02,2007-09-18,Hudson,24.000,3.660,*
2007,12,3,12\3,II,N1+3+1(P)KMg,maize,oats,nil,0,*,nil,N2+3,mid_&_late_spring,96,2007-05-02,144,2007-06-06,240,(P),0.000,*,K,90,2007-03-12,(Na*),0,*,Mg,12,2007-03-14,2007-05-02,2007-09-18,Hudson,25.800,10.900,*
2007,13,3,13\3,II,N4PK,maize,oats,nil,0,*,nil,N4,mid_spring,192,2007-05-02,0,*,192,P,35.000,2006-10-09,K,90,2007-03-12,nil,0,*,nil,0,*,2007-05-02,2007-09-18,Hudson,26.700,11.190,*
2007,14,3,14\3,II,N4PK*(Mg*),maize,oats,nil,0,*,nil,N4,mid_spring,192,2007-05-02,0,*,192,P,35.000,2006-10-09,K*,90,2006-10-09,nil,0,*,(Mg*),0,*,2007-05-02,2007-09-18,Hudson,25.400,11.060,*
2007,15,3,15\3,II,N5(P)KMg,maize,oats,nil,0,*,nil,N5,mid_spring,240,2007-05-02,0,*,240,(P),0.000,*,K,90,2007-03-12,(Na),0,*,Mg,12,2007-03-14,2007-05-02,2007-09-18,Hudson,24.900,11.430,*
2007,16,3,16\3,II,N6(P)KMg,maize,oats,nil,0,*,nil,N6,mid_spring,288,2007-05-02,0,*,288,(P),0.000,*,K,90,2007-03-12,(Na),0,*,Mg,12,2007-03-14,2007-05-02,2007-09-18,Hudson,25.100,11.100,*
2007,17,3,17\3,II,N1+4+1 PKMg,maize,oats,nil,0,*,nil,N2+4,mid_&_late_spring,96,2007-05-02,192,2007-06-06,288,P,35.000,2006-10-09,K,90,2007-03-12,1/2 (Na),0,*,Mg,12,2007-03-14,2007-05-02,2007-09-18,Hudson,23.600,9.250,*
2007,18,3,18\3,II,N1+2+1 PKMg,maize,oats,nil,0,*,nil,N2+2,mid_&_late_spring,96,2007-05-02,96,2007-06-06,192,P,35.000,2006-10-09,K,90,2007-03-12,1/2 (Na),0,*,Mg,12,2007-03-14,2007-05-02,2007-09-18,Hudson,23.100,8.790,*
2007,19,3,19\3,II,N1+1+1 KMg,maize,oats,nil,0,*,nil,N2+1,mid_&_late_spring,96,2007-05-02,48,2007-06-06,144,nil,0.000,*,K,90,2007-03-12,nil,0,*,Mg,12,2007-03-14,2007-05-02,2007-09-18,Hudson,23.100,7.370,*
2008,1,2,1\2,II,(FYM) N4 ,maize,oats,(FYM),0,*,nil,N4,mid_spring,192,2008-05-08,0,*,192,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2008-05-12,2008-09-23,Hudson,28.500,13.600,*
2008,21,2,21\2,II,FYM N3,maize,oats,FYM,35,2007-10-10,nil,N3,mid_spring,144,2008-05-08,0,*,144,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2008-05-12,2008-09-23,Hudson,29.100,16.560,15
2008,22,2,22\2,II,FYM,maize,oats,FYM,35,2007-10-10,nil,nil,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2008-05-12,2008-09-23,Hudson,28.000,11.710,16
2008,3,2,3\2,II,Nil,maize,oats,nil,0,*,nil,nil,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2008-05-12,2008-09-23,Hudson,22.600,3.030,*
2008,5,2,5\2,II,(P)KMg,maize,oats,nil,0,*,nil,nil,*,0,*,0,*,0,(P),0.000,*,K,90,2008-04-04,(Na),0,*,Mg,12,2008-04-04,2008-05-12,2008-09-23,Hudson,24.700,3.980,*
2008,6,2,6\2,II,N1(P)KMg,maize,oats,nil,0,*,nil,N1,mid_spring,48,2008-05-08,0,*,48,(P),0.000,*,K,90,2008-04-04,(Na),0,*,Mg,12,2008-04-04,2008-05-12,2008-09-23,Hudson,24.600,6.100,*
2008,7,2,7\2,II,N2(P)KMg,maize,oats,nil,0,*,nil,N2,mid_spring,96,2008-05-08,0,*,96,(P),0.000,*,K,90,2008-04-04,(Na),0,*,Mg,12,2008-04-04,2008-05-12,2008-09-23,Hudson,27.600,8.930,*
2008,8,2,8\2,II,N3(P)KMg,maize,oats,nil,0,*,nil,N3,mid_spring,144,2008-05-08,0,*,144,(P),0.000,*,K,90,2008-04-04,(Na),0,*,Mg,12,2008-04-04,2008-05-12,2008-09-23,Hudson,24.400,9.280,*
2008,9,2,9\2,II,N4(P)KMg,maize,oats,nil,0,*,nil,N4,mid_spring,192,2008-05-08,0,*,192,(P),0.000,*,K,90,2008-04-04,(Na),0,*,Mg,12,2008-04-04,2008-05-12,2008-09-23,Hudson,23.900,9.990,*
2008,10,2,10\2,II,N4,maize,oats,nil,0,*,nil,N4,mid_spring,192,2008-05-08,0,*,192,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2008-05-12,2008-09-23,Hudson,19.800,2.310,*
2008,11,2,11\2,II,N4PMg,maize,oats,nil,0,*,nil,N4,mid_spring,192,2008-05-08,0,*,192,P,35.000,2007-10-01,nil,0,*,nil,0,*,Mg,12,2008-04-04,2008-05-12,2008-09-23,Hudson,23.400,5.640,*
2008,12,2,12\2,II,N1+3+1(P)KMg,maize,oats,nil,0,*,nil,N2+3,mid_&_late_spring,96,2008-05-08,144,2008-06-06,240,(P),0.000,*,K,90,2008-04-04,(Na*),0,*,Mg,12,2008-04-04,2008-05-12,2008-09-23,Hudson,26.900,10.070,*
2008,13,2,13\2,II,N4PK,maize,oats,nil,0,*,nil,N4,mid_spring,192,2008-05-08,0,*,192,P,35.000,2007-10-01,K,90,2008-04-04,nil,0,*,nil,0,*,2008-05-12,2008-09-23,Hudson,24.200,8.870,*
2008,14,2,14\2,II,N4PK*(Mg*),maize,oats,nil,0,*,nil,N4,mid_spring,192,2008-05-08,0,*,192,P,35.000,2007-10-01,K*,90,2007-10-01,nil,0,*,(Mg*),0,*,2008-05-12,2008-09-23,Hudson,25.700,9.660,*
2008,15,2,15\2,II,N5(P)KMg,maize,oats,nil,0,*,nil,N5,mid_spring,240,2008-05-08,0,*,240,(P),0.000,*,K,90,2008-04-04,(Na),0,*,Mg,12,2008-04-04,2008-05-12,2008-09-23,Hudson,24.500,9.840,*
2008,16,2,16\2,II,N6(P)KMg,maize,oats,nil,0,*,nil,N6,mid_spring,288,2008-05-08,0,*,288,(P),0.000,*,K,90,2008-04-04,(Na),0,*,Mg,12,2008-04-04,2008-05-12,2008-09-23,Hudson,24.500,9.570,*
2008,17,2,17\2,II,N1+4+1 PKMg,maize,oats,nil,0,*,nil,N2+4,mid_&_late_spring,96,2008-05-08,192,2008-06-06,288,P,35.000,2007-10-01,K,90,2008-04-04,1/2 (Na),0,*,Mg,12,2008-04-04,2008-05-12,2008-09-23,Hudson,23.900,9.050,*
2008,18,2,18\2,II,N1+2+1 PKMg,maize,oats,nil,0,*,nil,N2+2,mid_&_late_spring,96,2008-05-08,96,2008-06-06,192,P,35.000,2007-10-01,K,90,2008-04-04,1/2 (Na),0,*,Mg,12,2008-04-04,2008-05-12,2008-09-23,Hudson,24.200,9.500,*
2008,19,2,19\2,II,N1+1+1 KMg,maize,oats,nil,0,*,nil,N2+1,mid_&_late_spring,96,2008-05-08,48,2008-06-06,144,nil,0.000,*,K,90,2008-04-04,nil,0,*,Mg,12,2008-04-04,2008-05-12,2008-09-23,Hudson,23.000,5.860,*
2009,1,7,1\7,IV,(FYM) N4 ,maize,oats,(FYM),0,*,nil,N4,mid_spring,192,2009-05-13,0,*,192,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2009-05-12,2009-09-10,Hudson,22.400,11.810,*
2009,21,7,21\7,IV,FYM N3,maize,oats,FYM,35,2008-10-02,nil,N3,mid_spring,144,2009-05-13,0,*,144,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2009-05-12,2009-09-10,Hudson,23.000,13.840,15
2009,22,7,22\7,IV,FYM,maize,oats,FYM,35,2008-10-02,nil,nil,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2009-05-12,2009-09-10,Hudson,22.300,12.370,16
2009,3,7,3\7,IV,Nil,maize,oats,nil,0,*,nil,nil,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2009-05-12,2009-09-10,Hudson,19.800,0.580,*
2009,5,7,5\7,IV,(P)KMg,maize,oats,nil,0,*,nil,nil,*,0,*,0,*,0,(P),0.000,*,K,90,2009-03-24,(Na),0,*,Mg,12,2009-03-25,2009-05-12,2009-09-10,Hudson,21.900,5.200,*
2009,6,7,6\7,IV,N1(P)KMg,maize,oats,nil,0,*,nil,N1,mid_spring,48,2009-05-13,0,*,48,(P),0.000,*,K,90,2009-03-24,(Na),0,*,Mg,12,2009-03-25,2009-05-12,2009-09-10,Hudson,22.100,7.120,*
2009,7,7,7\7,IV,N2(P)KMg,maize,oats,nil,0,*,nil,N2,mid_spring,96,2009-05-13,0,*,96,(P),0.000,*,K,90,2009-03-24,(Na),0,*,Mg,12,2009-03-25,2009-05-12,2009-09-10,Hudson,21.100,8.510,*
2009,8,7,8\7,IV,N3(P)KMg,maize,oats,nil,0,*,nil,N3,mid_spring,144,2009-05-13,0,*,144,(P),0.000,*,K,90,2009-03-24,(Na),0,*,Mg,12,2009-03-25,2009-05-12,2009-09-10,Hudson,21.200,8.250,*
2009,9,7,9\7,IV,N4(P)KMg,maize,oats,nil,0,*,nil,N4,mid_spring,192,2009-05-13,0,*,192,(P),0.000,*,K,90,2009-03-24,(Na),0,*,Mg,12,2009-03-25,2009-05-12,2009-09-10,Hudson,21.100,8.340,*
2009,10,7,10\7,IV,N4,maize,oats,nil,0,*,nil,N4,mid_spring,192,2009-05-13,0,*,192,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2009-05-12,2009-09-10,Hudson,17.300,0.940,*
2009,11,7,11\7,IV,N4PMg,maize,oats,nil,0,*,nil,N4,mid_spring,192,2009-05-13,0,*,192,P,35.000,2008-09-29,nil,0,*,nil,0,*,Mg,12,2009-03-25,2009-05-12,2009-09-10,Hudson,19.700,5.190,*
2009,12,7,12\7,IV,N1+3+1(P)KMg,maize,oats,nil,0,*,nil,N2+3,mid_&_late_spring,96,2009-05-13,144,2009-06-25,240,(P),0.000,*,K,90,2009-03-24,(Na*),0,*,Mg,12,2009-03-25,2009-05-12,2009-09-10,Hudson,20.900,8.560,*
2009,13,7,13\7,IV,N4PK,maize,oats,nil,0,*,nil,N4,mid_spring,192,2009-05-13,0,*,192,P,35.000,2008-09-29,K,90,2009-03-24,nil,0,*,nil,0,*,2009-05-12,2009-09-10,Hudson,21.200,8.890,*
2009,14,7,14\7,IV,N4PK*(Mg*),maize,oats,nil,0,*,nil,N4,mid_spring,192,2009-05-13,0,*,192,P,35.000,2008-09-29,K*,90,2008-09-30,nil,0,*,(Mg*),0,*,2009-05-12,2009-09-10,Hudson,22.000,8.760,*
2009,15,7,15\7,IV,N5(P)KMg,maize,oats,nil,0,*,nil,N5,mid_spring,240,2009-05-13,0,*,240,(P),0.000,*,K,90,2009-03-24,(Na),0,*,Mg,12,2009-03-25,2009-05-12,2009-09-10,Hudson,20.400,7.820,*
2009,16,7,16\7,IV,N6(P)KMg,maize,oats,nil,0,*,nil,N6,mid_spring,288,2009-05-13,0,*,288,(P),0.000,*,K,90,2009-03-24,(Na),0,*,Mg,12,2009-03-25,2009-05-12,2009-09-10,Hudson,19.100,7.400,*
2009,17,7,17\7,IV,N1+4+1 PKMg,maize,oats,nil,0,*,nil,N2+4,mid_&_late_spring,96,2009-05-13,192,2009-06-25,288,P,35.000,2008-09-29,K,90,2009-03-24,1/2 (Na),0,*,Mg,12,2009-03-25,2009-05-12,2009-09-10,Hudson,21.200,8.180,*
2009,18,7,18\7,IV,N1+2+1 PKMg,maize,oats,nil,0,*,nil,N2+2,mid_&_late_spring,96,2009-05-13,96,2009-06-25,192,P,35.000,2008-09-29,K,90,2009-03-24,1/2 (Na),0,*,Mg,12,2009-03-25,2009-05-12,2009-09-10,Hudson,20.400,8.450,*
2009,19,7,19\7,IV,N1+1+1 KMg,maize,oats,nil,0,*,nil,N2+1,mid_&_late_spring,96,2009-05-13,48,2009-06-25,144,nil,0.000,*,K,90,2009-03-24,nil,0,*,Mg,12,2009-03-25,2009-05-12,2009-09-10,Hudson,19.500,3.490,*
2010,1,4,1\4,III,(FYM) N4 ,maize,oats,(FYM),0,*,nil,N4,mid_spring,192,2010-04-27,0,*,192,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2010-04-26,2010-09-27,Hudson,29.900,14.370,*
2010,21,4,21\4,III,FYM N3,maize,oats,FYM,35,2009-09-17,nil,N3,mid_spring,144,2010-04-27,0,*,144,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2010-04-26,2010-09-27,Hudson,31.500,15.320,15
2010,22,4,22\4,III,FYM,maize,oats,FYM,35,2009-09-17,nil,nil,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2010-04-26,2010-09-27,Hudson,31.200,12.780,16
2010,3,4,3\4,III,Nil,maize,oats,nil,0,*,nil,nil,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2010-04-26,2010-09-27,Hudson,27.300,1.730,*
2010,5,4,5\4,III,(P)KMg,maize,oats,nil,0,*,nil,nil,*,0,*,0,*,0,(P),0.000,*,K,90,2010-04-06,(Na),0,*,Mg,12,2010-04-06,2010-04-26,2010-09-27,Hudson,31.400,3.820,10
2010,6,4,6\4,III,N1(P)KMg,maize,oats,nil,0,*,nil,N1,mid_spring,48,2010-04-27,0,*,48,(P),0.000,*,K,90,2010-04-06,(Na),0,*,Mg,12,2010-04-06,2010-04-26,2010-09-27,Hudson,29.200,6.820,10
2010,7,4,7\4,III,N2(P)KMg,maize,oats,nil,0,*,nil,N2,mid_spring,96,2010-04-27,0,*,96,(P),0.000,*,K,90,2010-04-06,(Na),0,*,Mg,12,2010-04-06,2010-04-26,2010-09-27,Hudson,31.700,9.670,10
2010,8,4,8\4,III,N3(P)KMg,maize,oats,nil,0,*,nil,N3,mid_spring,144,2010-04-27,0,*,144,(P),0.000,*,K,90,2010-04-06,(Na),0,*,Mg,12,2010-04-06,2010-04-26,2010-09-27,Hudson,30.300,10.150,10
2010,9,4,9\4,III,N4(P)KMg,maize,oats,nil,0,*,nil,N4,mid_spring,192,2010-04-27,0,*,192,(P),0.000,*,K,90,2010-04-06,(Na),0,*,Mg,12,2010-04-06,2010-04-26,2010-09-27,Hudson,31.200,10.100,10
2010,10,4,10\4,III,N4,maize,oats,nil,0,*,nil,N4,mid_spring,192,2010-04-27,0,*,192,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2010-04-26,2010-09-27,Hudson,24.400,2.150,*
2010,11,4,11\4,III,N4PMg,maize,oats,nil,0,*,nil,N4,mid_spring,192,2010-04-27,0,*,192,P,35.000,2009-09-14,nil,0,*,nil,0,*,Mg,12,2010-04-06,2010-04-26,2010-09-27,Hudson,29.100,6.970,10
2010,12,4,12\4,III,N1+3+1(P)KMg,maize,oats,nil,0,*,nil,N2+3,mid_&_late_spring,96,2010-04-27,144,2010-06-07,240,(P),0.000,*,K,90,2010-04-06,(Na*),0,*,Mg,12,2010-04-06,2010-04-26,2010-09-27,Hudson,31.600,12.420,10
2010,13,4,13\4,III,N4PK,maize,oats,nil,0,*,nil,N4,mid_spring,192,2010-04-27,0,*,192,P,35.000,2009-09-14,K,90,2010-04-06,nil,0,*,nil,0,*,2010-04-26,2010-09-27,Hudson,28.600,11.210,*
2010,14,4,14\4,III,N4PK*(Mg*),maize,oats,nil,0,*,nil,N4,mid_spring,192,2010-04-27,0,*,192,P,35.000,2009-09-14,K*,90,2009-09-14,nil,0,*,(Mg*),0,*,2010-04-26,2010-09-27,Hudson,29.100,11.690,10
2010,15,4,15\4,III,N5(P)KMg,maize,oats,nil,0,*,nil,N5,mid_spring,240,2010-04-27,0,*,240,(P),0.000,*,K,90,2010-04-06,(Na),0,*,Mg,12,2010-04-06,2010-04-26,2010-09-27,Hudson,31.300,12.190,10
2010,16,4,16\4,III,N6(P)KMg,maize,oats,nil,0,*,nil,N6,mid_spring,288,2010-04-27,0,*,288,(P),0.000,*,K,90,2010-04-06,(Na),0,*,Mg,12,2010-04-06,2010-04-26,2010-09-27,Hudson,27.200,10.930,10
2010,17,4,17\4,III,N1+4+1 PKMg,maize,oats,nil,0,*,nil,N2+4,mid_&_late_spring,96,2010-04-27,192,2010-06-07,288,P,35.000,2009-09-14,K,90,2010-04-06,1/2 (Na),0,*,Mg,12,2010-04-06,2010-04-26,2010-09-27,Hudson,29.200,10.520,10
2010,18,4,18\4,III,N1+2+1 PKMg,maize,oats,nil,0,*,nil,N2+2,mid_&_late_spring,96,2010-04-27,96,2010-06-07,192,P,35.000,2009-09-14,K,90,2010-04-06,1/2 (Na),0,*,Mg,12,2010-04-06,2010-04-26,2010-09-27,Hudson,28.300,9.850,10
2010,19,4,19\4,III,N1+1+1 KMg,maize,oats,nil,0,*,nil,N2+1,mid_&_late_spring,96,2010-04-27,48,2010-06-07,144,nil,0.000,*,K,90,2010-04-06,nil,0,*,Mg,12,2010-04-06,2010-04-26,2010-09-27,Hudson,28.900,4.280,10
2011,1,5,1\5,III,(FYM) N4 ,maize,oats,(FYM),0,*,nil,N4,mid_spring,192,2011-05-03,0,*,192,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2011-04-26,2011-09-23,Hudson,19.400,8.670,*
2011,21,5,21\5,III,FYM N3,maize,oats,FYM,35,2010-10-08,nil,N3,mid_spring,144,2011-05-03,0,*,144,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2011-04-26,2011-09-23,Hudson,18.600,9.260,15
2011,22,5,22\5,III,FYM,maize,oats,FYM,35,2010-10-08,nil,nil,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2011-04-26,2011-09-23,Hudson,24.900,11.950,16
2011,3,5,3\5,III,Nil,maize,oats,nil,0,*,nil,nil,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2011-04-26,2011-09-23,Hudson,18.600,1.490,*
2011,5,5,5\5,III,(P)KMg,maize,oats,nil,0,*,nil,nil,*,0,*,0,*,0,(P),0.000,*,K,90,2011-04-05,(Na),0,*,Mg,12,2011-04-06,2011-04-26,2011-09-23,Hudson,18.400,2.860,*
2011,6,5,6\5,III,N1(P)KMg,maize,oats,nil,0,*,nil,N1,mid_spring,48,2011-05-03,0,*,48,(P),0.000,*,K,90,2011-04-05,(Na),0,*,Mg,12,2011-04-06,2011-04-26,2011-09-23,Hudson,20.600,5.050,*
2011,7,5,7\5,III,N2(P)KMg,maize,oats,nil,0,*,nil,N2,mid_spring,96,2011-05-03,0,*,96,(P),0.000,*,K,90,2011-04-05,(Na),0,*,Mg,12,2011-04-06,2011-04-26,2011-09-23,Hudson,20.100,7.900,*
2011,8,5,8\5,III,N3(P)KMg,maize,oats,nil,0,*,nil,N3,mid_spring,144,2011-05-03,0,*,144,(P),0.000,*,K,90,2011-04-05,(Na),0,*,Mg,12,2011-04-06,2011-04-26,2011-09-23,Hudson,16.800,5.270,*
2011,9,5,9\5,III,N4(P)KMg,maize,oats,nil,0,*,nil,N4,mid_spring,192,2011-05-03,0,*,192,(P),0.000,*,K,90,2011-04-05,(Na),0,*,Mg,12,2011-04-06,2011-04-26,2011-09-23,Hudson,17.600,5.830,*
2011,10,5,10\5,III,N4,maize,oats,nil,0,*,nil,N4,mid_spring,192,2011-05-03,0,*,192,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2011-04-26,2011-09-23,Hudson,17.100,1.090,*
2011,11,5,11\5,III,N4PMg,maize,oats,nil,0,*,nil,N4,mid_spring,192,2011-05-03,0,*,192,P,35.000,2010-10-07,nil,0,*,nil,0,*,Mg,12,2011-04-06,2011-04-26,2011-09-23,Hudson,17.500,3.880,*
2011,12,5,12\5,III,N1+3+1(P)KMg,maize,oats,nil,0,*,nil,N2+3,mid_&_late_spring,96,2011-05-03,144,2011-06-28,240,(P),0.000,*,K,90,2011-04-05,(Na*),0,*,Mg,12,2011-04-06,2011-04-26,2011-09-23,Hudson,19.100,7.320,*
2011,13,5,13\5,III,N4PK,maize,oats,nil,0,*,nil,N4,mid_spring,192,2011-05-03,0,*,192,P,35.000,2010-10-07,K,90,2011-04-05,nil,0,*,nil,0,*,2011-04-26,2011-09-23,Hudson,19.200,7.200,*
2011,14,5,14\5,III,N4PK*(Mg*),maize,oats,nil,0,*,nil,N4,mid_spring,192,2011-05-03,0,*,192,P,35.000,2010-10-07,K*,90,2010-10-07,nil,0,*,(Mg*),0,*,2011-04-26,2011-09-23,Hudson,18.200,7.010,*
2011,15,5,15\5,III,N5(P)KMg,maize,oats,nil,0,*,nil,N5,mid_spring,240,2011-05-03,0,*,240,(P),0.000,*,K,90,2011-04-05,(Na),0,*,Mg,12,2011-04-06,2011-04-26,2011-09-23,Hudson,18.400,5.630,*
2011,16,5,16\5,III,N6(P)KMg,maize,oats,nil,0,*,nil,N6,mid_spring,288,2011-05-03,0,*,288,(P),0.000,*,K,90,2011-04-05,(Na),0,*,Mg,12,2011-04-06,2011-04-26,2011-09-23,Hudson,16.800,4.330,*
2011,17,5,17\5,III,N1+4+1 PKMg,maize,oats,nil,0,*,nil,N2+4,mid_&_late_spring,96,2011-05-03,192,2011-06-28,288,P,35.000,2010-10-07,K,90,2011-04-05,1/2 (Na),0,*,Mg,12,2011-04-06,2011-04-26,2011-09-23,Hudson,17.300,5.190,*
2011,18,5,18\5,III,N1+2+1 PKMg,maize,oats,nil,0,*,nil,N2+2,mid_&_late_spring,96,2011-05-03,96,2011-06-28,192,P,35.000,2010-10-07,K,90,2011-04-05,1/2 (Na),0,*,Mg,12,2011-04-06,2011-04-26,2011-09-23,Hudson,18.800,5.880,*
2011,19,5,19\5,III,N1+1+1 KMg,maize,oats,nil,0,*,nil,N2+1,mid_&_late_spring,96,2011-05-03,48,2011-06-28,144,nil,0.000,*,K,90,2011-04-05,nil,0,*,Mg,12,2011-04-06,2011-04-26,2011-09-23,Hudson,19.700,2.560,*
2012,1,3,1\3,II,(FYM) N4 ,maize,oats,(FYM),0,*,nil,N4,mid_spring,192,2012-05-13,0,*,192,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2012-05-13,2012-09-27,Hudson,27.800,14.320,*
2012,21,3,21\3,II,FYM N3,maize,oats,FYM,35,2011-09-28,nil,N3,mid_spring,144,2012-05-13,0,*,144,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2012-05-13,2012-09-27,Hudson,29.300,18.240,15
2012,22,3,22\3,II,FYM,maize,oats,FYM,35,2011-09-28,nil,nil,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2012-05-13,2012-09-27,Hudson,28.400,11.210,16
2012,3,3,3\3,II,Nil,maize,oats,nil,0,*,nil,nil,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2012-05-13,2012-09-27,Hudson,22.500,1.650,*
2012,5,3,5\3,II,(P)KMg,maize,oats,nil,0,*,nil,nil,*,0,*,0,*,0,(P),0.000,*,K,90,2011-09-27,(Na),0,*,Mg,12,2011-09-27,2012-05-13,2012-09-27,Hudson,23.400,3.560,11
2012,6,3,6\3,II,N1(P)KMg,maize,oats,nil,0,*,nil,N1,mid_spring,48,2012-05-13,0,*,48,(P),0.000,*,K,90,2011-09-27,(Na),0,*,Mg,12,2011-09-27,2012-05-13,2012-09-27,Hudson,25.700,5.750,11
2012,7,3,7\3,II,N2(P)KMg,maize,oats,nil,0,*,nil,N2,mid_spring,96,2012-05-13,0,*,96,(P),0.000,*,K,90,2011-09-27,(Na),0,*,Mg,12,2011-09-27,2012-05-13,2012-09-27,Hudson,25.100,8.850,11
2012,8,3,8\3,II,N3(P)KMg,maize,oats,nil,0,*,nil,N3,mid_spring,144,2012-05-13,0,*,144,(P),0.000,*,K,90,2011-09-27,(Na),0,*,Mg,12,2011-09-27,2012-05-13,2012-09-27,Hudson,28.700,10.850,11
2012,9,3,9\3,II,N4(P)KMg,maize,oats,nil,0,*,nil,N4,mid_spring,192,2012-05-13,0,*,192,(P),0.000,*,K,90,2011-09-27,(Na),0,*,Mg,12,2011-09-27,2012-05-13,2012-09-27,Hudson,25.600,10.160,11
